APARATO,MARCA,MODELO,NUMERO_SER,FECHA,ENCARGADO,POSICION,INV_V04,FECHA_INV,STATUS,CHK,INVENTARIO,NUEVA_POS,POS_TEMP,REP_MTTO,INVO02,POS_MAY19,NO_AF,INV_P11,POSP18,RESPONINV,HORA_INV,GRUPO,ES_AF
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI188V1,Z8X070160042,2021-01-21,,E7A1225,,2021-01-21,P,E,ET,E7A1225,,,,,SNAF,,E701225,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI188V1,Z8X070160043,2021-01-21,,E7A1226,,2021-01-21,P,E,ET,E7A1226,,,,,SNAF,,E701226,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI188V1,Z8X070160044,2021-01-21,,E7A1227,,2021-01-21,P,E,ET,E7A1227,,,,,SNAF,,E701227,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI188V1,Z8X070160046,2021-01-21,,E7A1228,,2021-01-21,P,E,ET,E7A1228,,,,,SNAF,,E701228,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI188V1,Z8X070170047,2021-01-21,,E7A1229,,2021-01-21,P,E,ET,E7A1229,,,,,SNAF,,E701229,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI188V1,Z8X070170049,2021-01-21,,E7A122A,,2021-01-21,P,E,ET,E7A122A,,,,,SNAF,,E70122A,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090037,2021-01-21,,E7C1221,,2021-06-08,P,E,ET,E7C1221,,,,,SNAF,,E7B1221,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090038,2021-01-21,,E7C1222,,2021-01-21,P,E,ET,E7C1222,,,,,SNAF,,E7B1222,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090039,2021-01-21,,E7C1223,,2021-01-21,P,E,ET,E7C1223,,,,,SNAF,,E7C1223,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090040,2021-01-21,,E7C1224,,2021-01-21,P,E,ET,E7C1224,,,,,SNAF,,E7C1224,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090041,2021-01-21,,E7C1225,,2021-01-21,P,E,ET,E7C1225,,,,,SNAF,,E7C1225,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090042,2021-01-21,,E7C1226,,2021-01-21,P,E,ET,E7C1226,,,,,SNAF,,E7C1226,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090043,2021-01-21,,E7C1227,,2021-01-21,P,E,ET,E7C1227,,,,,SNAF,,E7C1227,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090044,2021-01-21,,E7C1228,,2021-01-21,P,E,ET,E7C1228,,,,,SNAF,,E7C1228,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090045,2021-01-21,,E7C1229,,2021-01-21,P,E,ET,E7C1229,,,,,SNAF,,E7C1229,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI205V1,Z9R070090046,2021-01-21,,E7C122A,,2021-01-21,P,E,ET,E7C122A,,,,,SNAF,,E7C122A,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086020031,2021-01-21,,E7B1222,,2021-01-21,P,E,ET,E7B1222,,,,,SNAF,,E7B1222,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086020030,2021-01-21,,E7B1221,,2021-06-08,P,E,ET,E7B1221,,,,,SNAF,,E7B1221,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI119V1,Z0R086020032,2021-01-21,,E7B1223,,2021-01-21,P,E,ET,E7B1223,,,,,SNAF,,E7B1223,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086020042,2021-01-21,,E7B1224,,2021-01-21,P,E,ET,E7B1224,,,,,SNAF,,E7B1224,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086030037,2021-01-21,,E7B1225,,2021-01-21,P,E,ET,E7B1225,,,,,SNAF,,E7B1225,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086030038,2021-01-21,,E7B1226,,2021-01-21,P,E,ET,E7B1226,,,,,SNAF,,E7B1226,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086030043,2021-01-21,,E7B1227,,2021-01-21,P,E,ET,E7B1227,,,,,SNAF,,E7B1227,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086030047,2021-01-21,,E7B1228,,2021-01-21,P,E,ET,E7B1228,,,,,SNAF,,E7B1228,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086030048,2021-01-21,,E7B1229,,2021-01-21,P,E,ET,E7B1229,,,,,SNAF,,E7B1229,,800.0,,
TARJETA MEMS STEVAL,LIFE AUGMENTED,MKI190V1,Z0R086030050,2021-01-21,,E7B122A,,2021-01-21,P,E,ET,E7B122A,,,,,SNAF,,E7B122A,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307250029,2021-01-21,,E701221,,2021-06-08,P,E,ET,E701221,,,,,SNAF,,E701221,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307250035,2021-01-21,,E701222,,2021-01-21,P,E,ET,E701222,,,,,SNAF,,E701222,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307250038,2021-01-21,,E701223,,2021-01-21,P,E,ET,E701223,,,,,SNAF,,E701223,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307260017,2021-01-21,,E701224,,2021-01-21,P,E,ET,E701224,,,,,SNAF,,E701224,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307280006,2021-01-21,,E701225,,2021-01-21,P,E,ET,E701225,,,,,SNAF,,E701225,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307530034,2021-01-21,,E701226,,2021-01-21,P,E,ET,E701226,,,,,SNAF,,E701226,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED.,MKSBOX1V1,Z9X307530044,2021-01-21,,E701227,,2021-01-21,P,E,ET,E701227,,,,,SNAF,,E701227,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307540001,2021-01-21,,E701228,,2021-01-21,P,E,ET,E701228,,,,,SNAF,,E701228,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307540021,2021-01-21,,E701229,,2021-01-21,P,E,ET,E701229,,,,,SNAF,,E701229,,800.0,,
SENSORTILE BOX STEVA,LIFE AUGMENTED,MKSBOX1V1,Z9X307540035,2021-01-21,,E70122A,,2021-01-21,P,E,ET,E70122A,,,,,SNAF,,E70122A,,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A6163,,2023-03-06,P,E,ET,E7A6163,,,,,S/N,,E7A6163,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A6164,,2023-11-24,P,E,ET,E7A6164,,,,,S/N,,E7A6164,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X'TRAINER,S/N,2022-03-28,,E7A6165,,2022-09-28,P,E,ET,E7A6165,,,,,S/N,,E7A6165,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A6166,,2022-03-30,P,E,ET,E7A6166,,,,,S/N,,E7A6166,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A6167,,2024-05-03,P,E,ET,E7A6167,,,,,S/N,,E7A6167,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A6168,,2023-05-03,P,E,ET,E7A6168,,,,,S/N,,E7A6168,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A6169,,2024-04-30,P,E,ET,E7A6169,,,,,S/N,,E7A6169,831211,800.0,,
CONTROLADOR DE VUELO,AFROFLIGTH,NAZE32,S/N,2022-03-28,113076,E705653,,2023-11-13,A,E,ET,,,,,,SNAF,,,,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A616A,,2024-01-17,P,E,ET,E7A616A,,,,,S/N,,E7A616A,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A616B,,2024-05-02,P,E,ET,E7A616B,,,,,S/N,,E7A616B,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A616C,,2024-04-08,P,E,ET,E7A616C,,,,,S/N,,E7A616C,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A616D,,2023-03-28,P,E,ET,E7A616D,,,,,S/N,,E7A616D,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A616E,,2024-04-29,P,E,ET,E7A616E,,,,,S/N,,E7A616E,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A616F,,2023-04-28,P,E,ET,E7A616F,,,,,S/N,,E7A616F,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A616G,,2024-04-29,P,E,ET,E7A616G,,,,,S/N,,E7A616G,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,83,E7A616H,,2024-05-03,P,E,ET,E7A616H,,,,,S/N,,E7A616H,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A616I,,2022-03-30,P,E,ET,E7A616I,,,,,S/N,,E7A616I,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A616J,,2023-04-28,P,E,ET,E7A616J,,,,,S/N,,E7A616J,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A616K,,2022-03-30,P,E,ET,E7A616K,,,,,S/N,,E7A616K,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A616L,,2023-04-28,P,E,ET,E7A616L,,,,,S/N,,E7A616L,831211,800.0,,
ENTRENADOR XTRAINER,MICROSIDE,X-TRAINER,S/N,2022-03-28,,E7A616M,,2022-10-20,P,E,ET,E7A616M,,,,,S/N,,E7A616M,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,,E7B6163,,2023-03-06,P,E,ET,E7B6163,,,,,S/N,,E7B6163,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,83,E7B6164,,2023-11-24,P,E,ET,E7B6164,,,,,S/N,,E7B6164,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,,E7B6165,,2022-09-28,P,E,ET,E7B6165,,,,,S/N,,E7B6165,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,,E7B6166,,2022-03-30,P,E,ET,E7B6166,,,,,S/N,,E7B6166,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,83,E7B6167,,2024-05-03,P,E,ET,E7B6167,,,,,S/N,,E7B6167,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,,E7B6168,,2023-05-03,P,E,ET,E7B6168,,,,,S/N,,E7B6168,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,83,E7B6169,,2024-04-30,P,E,ET,E7B6169,,,,,S/N,,E7B6169,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,83,E7B616A,,2024-01-17,P,E,ET,E7B616A,,,,,S/N,,E7B616A,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,83,E7B616B,,2024-05-02,P,E,ET,E7B616B,,,,,S/N,,E7B616B,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,83,E7B616C,,2024-04-08,P,E,ET,E7B616C,,,,,S/N,,E7B616C,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,,E7B616D,,2023-03-28,P,E,ET,E7B616D,,,,,S/N,,E7B616D,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,83,E7B616E,,2024-04-29,P,E,ET,E7B616E,,,,,S/N,,E7B616E,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,,E7B616F,,2023-04-28,P,E,ET,E7B616F,,,,,S/N,,E7B616F,,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-28,83,E7B616G,,2024-04-29,P,E,ET,E7B616G,,,,,S/N,,E7B616G,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-29,83,E7B616H,,2024-05-03,P,E,ET,E7B616H,,,,,S/N,,E7B616H,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-29,,E7B616I,,2022-03-30,P,E,ET,E7B616I,,,,,S/N,,E7B616I,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-29,,E7B616J,,2023-04-28,P,E,ET,E7B616J,,,,,S/N,,E7B616J,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-29,,E7B616K,,2022-03-30,P,E,ET,E7B616K,,,,,S/N,,E7B616K,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-29,,E7B616L,,2023-04-28,P,E,ET,E7B616L,,,,,S/N,,E7B616L,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071345,2022-03-29,,E7C6163,,2023-03-06,P,E,ET,E7C6163,,,,,S/N,,E7C6163,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071346,2022-03-29,83,E7C6164,,2023-11-24,P,E,ET,E7C6164,,,,,S/N,,E7C6164,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071348,2022-03-29,,E7C6165,,2022-09-28,P,E,ET,E7C6165,,,,,S/N,,E7C6165,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071353,2022-03-29,,E7C6166,,2022-03-30,P,E,ET,E7C6166,,,,,S/N,,E7C6166,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071354,2022-03-29,83,E7C6167,,2024-05-03,P,E,ET,E7C6167,,,,,S/N,,E7C6167,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071361,2022-03-29,,E7C6168,,2023-05-03,P,E,ET,E7C6168,,,,,S/N,,E7C6168,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071362,2022-03-29,83,E7C6169,,2024-04-30,P,E,ET,E7C6169,,,,,S/N,,E7C6169,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071364,2022-03-29,83,E7C616A,,2024-01-17,P,E,ET,E7C616A,,,,,S/N,,E7C616A,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071365,2022-03-29,83,E7C616B,,2024-05-02,P,E,ET,E7C616B,,,,,S/N,,E7C616B,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071366,2022-03-29,83,E7C616C,,2024-04-08,P,E,ET,E7C616C,,,,,S/N,,E7C616C,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071367,2022-03-29,,E7C616D,,2023-03-28,P,E,ET,E7C616D,,,,,S/N,,E7C616D,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071368,2022-03-29,83,E7C616E,,2024-04-29,P,E,ET,E7C616E,,,,,S/N,,E7C616E,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071369,2022-03-29,,E7C616F,,2023-04-28,P,E,ET,E7C616F,,,,,S/N,,E7C616F,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071370,2022-03-29,83,E7C616G,,2024-04-29,P,E,ET,E7C616G,,,,,S/N,,E7C616G,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071371,2022-03-29,83,E7C616H,,2024-05-03,P,E,ET,E7C616H,,,,,S/N,,E7C616H,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071372,2022-03-29,,E7C616I,,2022-03-30,P,E,ET,E7C616I,,,,,S/N,,E7C616I,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071374,2022-03-29,,E7C616J,,2023-04-28,P,E,ET,E7C616J,,,,,S/N,,E7C616J,831211,800.0,,
EXPANSION BOARD XTRA,MICROSIDE,X-BOARD 03,S/N,2022-03-29,,E7B616M,,2022-10-20,P,E,ET,E7B616M,,,,,S/N,,E7B616M,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071375,2022-03-29,,E7C616K,,2022-03-30,P,E,ET,E7C616K,,,,,S/N,,E7C616K,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CIRCUIT,BUR205071376,2022-03-29,,E7C616L,,2023-04-28,P,E,ET,E7C616L,,,,,S/N,,E7C616L,831211,800.0,,
PROGRAMADOR PIC MPLA,MPLAB SNAP,IN-CURCUIT,BUR205071377,2022-03-29,,E7C616M,,2022-10-20,P,E,ET,E7C616M,,,,,S/N,,E7C616M,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D6163,,2023-03-06,P,E,ET,E7D6163,,,,,S/N,,E7D6163,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D6164,,2023-11-24,P,E,ET,E7D6164,,,,,S/N,,E7D6164,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D6165,,2022-09-28,P,E,ET,E7D6165,,,,,S/N,,E7D6165,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D6166,,2022-03-30,P,E,ET,E7D6166,,,,,S/N,,E7D6166,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D6167,,2024-05-03,P,E,ET,E7D6167,,,,,S/N,,E7D6167,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D6168,,2023-05-03,P,E,ET,E7D6168,,,,,S/N,,E7D6168,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D6169,,2024-04-30,P,E,ET,E7D6169,,,,,S/N,,E7D6169,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D616A,,2024-01-17,P,E,ET,E7D616A,,,,,S/N,,E7D616A,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D616B,,2024-05-02,P,E,ET,E7D616B,,,,,S/N,,E7D616B,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D616C,,2024-04-08,P,E,ET,E7D616C,,,,,S/N,,E7D616C,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D616D,,2023-03-28,P,E,ET,E7D616D,,,,,S/N,,E7D616D,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D616E,,2024-04-29,P,E,ET,E7D616E,,,,,S/N,,E7D616E,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D616F,,2023-04-28,P,E,ET,E7D616F,,,,,S/N,,E7D616F,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D616G,,2024-04-29,P,E,ET,E7D616G,,,,,S/N,,E7D616G,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,83,E7D616H,,2024-05-03,P,E,ET,E7D616H,,,,,S/N,,E7D616H,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D616I,,2022-03-30,P,E,ET,E7D616I,,,,,S/N,,E7D616I,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D616J,,2023-04-28,P,E,ET,E7D616J,,,,,S/N,,E7D616J,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D616K,,2022-03-30,P,E,ET,E7D616K,,,,,S/N,,E7D616K,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D616L,,2023-04-28,P,E,ET,E7D616L,,,,,S/N,,E7D616L,831211,800.0,,
X-NODE MOTOR DRIVE,MICROSIDE,DRV8870DDA,S/N,2022-03-29,,E7D616M,,2022-10-20,P,E,ET,E7D616M,,,,,S/N,,E7D616M,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E6163,,2023-03-06,P,E,ET,E7E6163,,,,,S/N,,E7E6163,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E6164,,2023-11-24,P,E,ET,E7E6164,,,,,S/N,,E7E6164,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E6165,,2022-09-28,P,E,ET,E7E6165,,,,,S/N,,E7E6165,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E6166,,2022-03-30,P,E,ET,E7E6166,,,,,S/N,,E7E6166,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E6167,,2024-05-03,P,E,ET,E7E6167,,,,,S/N,,E7E6167,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E6168,,2023-05-03,P,E,ET,E7E6168,,,,,S/N,,E7E6168,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E6169,,2024-04-30,P,E,ET,E7E6169,,,,,S/N,,E7E6169,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E616A,,2024-01-17,P,E,ET,E7E616A,,,,,S/N,,E7E616A,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E616B,,2024-05-02,P,E,ET,E7E616B,,,,,S/N,,E7E616B,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E616C,,2024-04-08,P,E,ET,E7E616C,,,,,S/N,,E7E616C,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E616D,,2023-03-28,P,E,ET,E7E616D,,,,,S/N,,E7E616D,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E616E,,2024-04-29,P,E,ET,E7E616E,,,,,S/N,,E7E616E,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E616F,,2023-04-28,P,E,ET,E7E616F,,,,,S/N,,E7E616F,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E616G,,2024-04-29,P,E,ET,E7E616G,,,,,S/N,,E7E616G,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,83,E7E616H,,2024-05-03,P,E,ET,E7E616H,,,,,S/N,,E7E616H,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E616I,,2022-03-30,P,E,ET,E7E616I,,,,,S/N,,E7E616I,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E616J,,2023-04-28,P,E,ET,E7E616J,,,,,S/N,,E7E616J,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E616K,,2022-03-30,P,E,ET,E7E616K,,,,,S/N,,E7E616K,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E616L,,2023-04-28,P,E,ET,E7E616L,,,,,S/N,,E7E616L,831211,800.0,,
X-NODE TEMPERATURA-H,MICROSIDE,SHT3I,S/N,2022-03-29,,E7E616M,,2022-10-20,P,E,ET,E7E616M,,,,,S/N,,E7E616M,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F6163,,2023-03-06,P,F,ET,E7F6163,,,,,S/N,,E7F6163,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F6164,,2023-11-24,P,F,ET,E7F6164,,,,,S/N,,E7F6164,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F6165,,2022-09-28,P,F,ET,E7F6165,,,,,S/N,,E7F6165,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F6166,,2022-03-30,P,F,ET,E7F6166,,,,,S/N,,E7F6166,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F6167,,2024-05-03,P,F,ET,E7F6167,,,,,S/N,,E7F6167,831211,800.0,,
