APARATO,MARCA,MODELO,NUMERO_SER,FECHA,ENCARGADO,POSICION,INV_V04,FECHA_INV,STATUS,CHK,INVENTARIO,NUEVA_POS,POS_TEMP,REP_MTTO,INVO02,POS_MAY19,NO_AF,INV_P11,POSP18,RESPONINV,HORA_INV,GRUPO,ES_AF
ENTRADA ANALOGA,SIEMENS,6ES54648MA,S/N,1991-06-05,000209,E704172,OK,2018-05-17,P,INV,ET,E006112,E004222,0.0,790236,E003152,17483,INV,,HERRER,1513.0,PLC,S
SALIDA ANALOGA,SIEMENS,6ES54708MD,S/N,1991-06-05,000209,E704173,OK,2018-05-17,P,INV,ET,E006113,E004223,0.0,310333,E003173,17490,INV,,HERRER,1513.0,PLC,S
SALIDA ANALOGA,SIEMENS,6ES54708MD,S/N,1991-06-05,000209,E704174,OK,2018-05-17,P,INV,ET,E006114,E004224,0.0,310333,E003174,17487,INV,,HERRER,1513.0,PLC,S
SALIDA P/RELEVADOR,SIEMENS,6ES54528MR,S/N,1991-06-05,000209,E704175,OK,2018-05-17,P,INV,ET,E006115,E004225,0.0,310333,E003175,17484,INV,,HERRER,1512.0,PLC,S
SALIDA P/RELEVADOR,SIEMENS,6ES54528MR,S/N,1991-06-05,000209,E704176,OK,2018-05-17,P,INV,ET,E006116,E004226,0.0,310333,E003176,17486,INV,,HERRER,1512.0,PLC,S
SIMULADOR (IN/OUT),SIEMENS,6ES57888MA,S/N,1991-06-05,000209,E704179,OK,2018-05-17,P,INV,ET,E006119,E004227,0.0,310333,E003179,17500,INV,,HERRER,1511.0,PLC,S
SIMULADOR (IN/OUT),SIEMENS,6ES57888MA,S/N,1991-06-05,000209,E70417A,OK,2018-05-17,P,INV,ET,E00611A,E004228,0.0,310333,E00317A,17501,INV,,HERRER,1511.0,PLC,S
TEMPORIZADOR,SIEMENS,6ES53808MA,S/N,1991-06-05,000209,E70417G,OK,2018-05-17,P,INV,ET,E00611G,E004321,0.0,310333,E004477,17505,INV,,HERRER,1511.0,PLC,S
COMPARADOR,SIEMENS,6ES54618MA,S/N,1991-06-05,000209,E70417F,OK,2018-05-17,P,INV,ET,E00611F,E004322,0.0,310333,E004478,17504,INV,,HERRER,1512.0,PLC,S
COMPARADOR,SIEMENS,6ES54618MA,S/N,1991-06-05,000209,E70417E,OK,2018-05-17,P,INV,ET,E00611E,E004323,0.0,310333,E004479,17503,INV,,HERRER,1512.0,PLC,S
CONTADOR,SIEMENS,6ES53858MA,S/N,1991-06-05,000209,E70417I,OK,2018-05-17,P,INV,ET,E00612A,E004324,0.0,310333,E00447A,17502,INV,,HERRER,1512.0,PLC,S
ENTRADA DIGITAL,SIEMENS,6ES54318MC,S/N,1991-06-05,000209,E70417B,OK,2018-05-17,P,INV,ET,E00611B,E004325,0.0,310333,E003181,17482,INV,,HERRER,1513.0,PLC,S
ENTRADA DIGITAL,SIEMENS,6ES54318MC,S/N,1991-06-05,000209,E70417C,OK,2018-05-17,P,INV,ET,E00611C,E004326,0.0,310333,E003182,17480,INV,,HERRER,1513.0,PLC,S
SALIDA DIGITAL,SIEMENS,6ES54408MA,S/N,1991-06-05,000209,E70417D,OK,2018-05-17,P,INV,ET,E00611D,E004327,0.0,,E003183,17491,INV,,HERRER,1513.0,PLC,S
SALIDA DIGITAL,SIEMENS,6ES54408MA,S/N,1991-06-05,000209,E704177,OK,2018-05-17,P,INV,ET,E006117,E004231,0.0,310333,E003177,17488,INV,,HERRER,1512.0,PLC,S
SALIDA DIGITAL,SIEMENS,6SE54408MA,S/N,1991-06-05,000209,E704178,OK,2018-05-17,P,INV,ET,E006118,E004232,0.0,310333,E003178,17485,INV,,HERRER,1512.0,PLC,S
SALIDA DIGITAL,SIEMENS,6ES54408MA,S/N,1991-06-05,000209,E70417H,OK,2018-05-17,P,INV,ET,E006129,E004233,0.0,310333,E004471,17489,INV,,HERRER,1513.0,PLC,S
CONTROLADOR PROGRAMA,SIEMENS,6ES5605OUB,S/N,1991-06-05,000209,E903562,OK,2018-05-17,P,INV,ET,E006132,E004342,0.0,310333,E004482,SNAF,INV,,HERRER,1515.0,PLC,N
FUENTE/SELECTOR,SIEMENS,6ES59308MA,S/N,1991-06-05,,E70417R,OK,2018-05-17,P,INV,ET,E00612B,E004334,0.0,310333,E003187,16026,INV,,HERRER,1514.0,PLC,S
MODULO DE BUS,SIEMENS,6ES57008MA,S/N,1991-06-05,000209,E70417M,OK,2018-05-17,P,INV,ET,E006124,E004234,0.0,682390,E004472,17499,INV,,HERRER,1511.0,PLC,S
MODULO DE BUS,SIEMENS,6ES57008MA,S/N,1991-06-05,000209,E70417N,OK,2018-05-17,P,INV,ET,E006125,E004235,0.0,310333,E004473,17497,INV,,HERRER,1511.0,PLC,S
MODULO DE BUS,SIEMENS,6ES57008MA,S/N,1991-06-05,000209,E70417O,OK,2018-05-17,P,INV,ET,E006126,E004236,0.0,310333,E004474,17496,INV,,HERRER,1510.0,PLC,S
MODULO DE BUS,SIEMENS,6ES57008MA,S/N,1991-06-05,000209,E70417P,OK,2018-05-17,P,INV,ET,E006127,E004237,0.0,310333,E004475,17498,INV,,HERRER,1511.0,PLC,S
MODULO DE BUS,SIEMENS,6ES57008MA,S/N,1991-06-05,000209,E70417Q,OK,2018-05-17,P,INV,ET,E006128,E004238,0.0,682390,E004476,17495,INV,,HERRER,1510.0,PLC,S
SIMULADOR S5,SIEMENS,6ES5788OLA,S/N,1991-06-05,000209,E903561,OK,2018-05-17,P,INV,ET,E006131,E004343,0.0,310333,E004481,SNAF,INV,,HERRER,1514.0,PLC,N
MULTIMETRO DIGITAL,FLUKE,23-II,52410038,1991-07-07,,E701286,,2020-01-24,P,INV,ET,E00C153,E008134,271.0,,EMMUL28,05090,INV,,HERRER,1035.0,MULT,S
MULTIMETRO DIGITAL,FLUKE,23-II,52410039,1991-07-07,,E112M07,OK,2019-12-09,P,E,ET,EMMUL07,E008135,272.0,,CN113,05092,,,HERRER,817.0,MULT,S
MULTIMETRO DIGITAL,FLUKE,23-II,52410347,1991-07-07,,E701289,OK,2020-03-03,P,INV,ET,E00C114,E00813D,264.0,790236,E009145,05089,INV,,HERRER,1044.0,MULT,S
MULTIMETRO DIGITAL,FLUKE,29-II,67791643,1920-09-23,83,E70128D,OK,2023-11-18,P,E,ET,E00B152,E00813E,0.0,682390,E009143,AF/004457,,,HERRER,1044.0,MULT,N
FUENTE/SELECTOR,SIEMENS,6ES59308MA,S/N,1990-12-12,,E70417S,OK,2018-05-17,P,INV,ET,E00612C,E004335,0.0,310333,E003188,SNAF,INV,,HERRER,1514.0,,N
MODULO DE BUS,SIEMENS,6ES57008MA,S/N,1990-12-12,000209,E70417J,OK,2018-05-17,P,INV,ET,E006121,E004331,0.0,310333,E003184,17494,INV,,HERRER,1510.0,,N
MODULO DE BUS,SIEMENS,6ES57008MA,S/N,1990-12-12,000209,E70417K,OK,2018-05-17,P,INV,ET,E006122,E004332,0.0,310333,E003185,17492,INV,,HERRER,1510.0,,
MODULO DE BUS,SIEMENS,6ES57008MA,S/N,1990-12-12,000209,E70417L,OK,2018-05-17,P,INV,ET,E006123,E004333,0.0,310333,E003186,17493,INV,,HERRER,1511.0,,
CPU 102,SIEMENS,6ES51028MA,S/N,1990-12-12,000209,E70417T,OK,2018-05-17,P,INV,ET,E00612D,E004336,0.0,310333,E003189,17479,INV,,HERRER,1508.0,,
CPU 102,SIEMENS,6ES51028MA,S/N,1990-12-12,000209,E70417U,OK,2018-05-17,P,INV,ET,E00612E,E004337,0.0,310333,E00318A,17478,INV,,HERRER,1509.0,,
RF GENERATOR,FEEDBACK,ASD512,512/27/9,1991-07-30,,E706371,OK,2018-05-18,P,INV,ET,EGE14A1,E007491,450.0,790236,EGE14A1,SNAF,INV,,HERRER,919.0,,
STRAINGAUGE,FEEDBACK,TK294E,S/N,1991-10-05,,E704346,OK,2018-05-17,P,E,ET,E006176,E005135,0.0,682390,E003433,SNAF,INV,,HERRER,1531.0,,
LVDT,FEEDBACK,TK294G,S/N,1991-10-05,,E704344,OK,2022-12-16,P,E,ET,E006174,E005137,0.0,682390,E003435,SNAF,INV,,HERRER,1530.0,,
INDUCTOR VARIABLE,FEEDBACK,TK294F,S/N,1991-10-05,,E704343,OK,2018-05-17,P,E,ET,E006173,E005136,0.0,310333,E003436,SNAF,INV,,HERRER,1530.0,,
CAPACITOR VARIABLE-1,FEEDBACK,TK294H,S/N,1991-10-05,,E704345,OK,2018-05-17,P,E,ET,E006175,E005138,0.0,310333,E003434,SNAF,INV,,HERRER,1531.0,,
CAPACITOR VARIABLE-2,FEEDBACK,TK294J,S/N,1991-10-05,,E704347,OK,2018-05-17,P,E,ET,E006177,E005139,0.0,682390,E003437,SNAF,INV,,HERRER,1531.0,,
CAJA DE TRANS DE LUZ,FEEDBACK,TK294/03,S/N,1991-10-05,,E704349,OK,2018-05-17,P,INV,ET,E006186,E00513D,0.0,682390,E003443,SNAF,INV,,HERRER,1531.0,,
HEAT BAR CONTROL BOX,FEEDBACK,TK 294,294/46/7,1991-10-05,,E704348,OK,2018-05-17,P,E,ET,E006166,E006166,0.0,682390,E003441,02989,INV,,HERRER,1531.0,,
OSCILADOR,FEEDBACK,TK294C,S/N,1991-10-05,,E705214,OK,2018-05-18,P,INV,ET,E006183,E005133,0.0,310333,E003424,SNAF,INV,,HERRER,828.0,,
AMPLIFICADOR,FEEDBACK,TK294B,S/N,1991-10-05,,E705213,OK,2018-05-18,P,INV,ET,E006182,E005132,0.0,310333,E003422,SNAF,INV,,HERRER,828.0,,
FRECUENCY DISCRIMINA,FEEDBACK,TK294D,S/N,1991-10-05,,E705215,OK,2018-05-18,P,INV,ET,E006184,E005134,0.0,682390,E003423,SNAF,INV,,HERRER,828.0,,
PUENTE DE WHEATSTONE,FEEDBACK,TK294A,S/N,1991-10-05,,E705212,OK,2018-05-18,P,INV,ET,E006181,E005131,0.0,310333,E003421,SNAF,INV,,HERRER,828.0,,
TEKNIKIT MAINFOLD,FEEDBACK,TK287,S/N,1991-10-05,,E705216,OK,2018-05-18,P,E,ET,E0061A1,E005142,0.0,310333,E003411,02973,,,HERRER,946.0,,
TEKNIKIT CONSOLETTE,FEEDBACK,TK286,S/N,1991-10-05,,E705211,OK,2018-05-18,P,E,ET,E006191,E005141,0.0,310333,E003462,29771 i,,,HERRER,827.0,,
FUENTE DE PODER,LEADER,LPS-152,1070495,1991-11-05,,E901311,OK,2018-05-18,P,INV,ET,EMFUE26,E007141,12.0,CAMBIO,EFU1222,11227,,,HERRER,1036.0,,
FUENTE DE PODER,LEADER,LPS-152,1070354,1991-11-05,,E901231,OK,2018-05-18,P,E,ET,EFU1241,E007122,4.0,CAMBIO,EFU1241,06209,INV,,HERRER,1037.0,,
FUENTE DE PODER,LEADER,LPS-152,1070474,1991-11-05,,66116F3,,2018-05-18,P,INV,ET,ESMFU02,E007233,2.0,CAMBIO,LA216,AF/004970,,,HERRER,1038.0,FUE,S
FUENTE DE PODER,LEADER,LPS-152,1070361,1991-11-05,,E901233,OK,2018-05-18,P,INV,ET,EFU1261,E007221,514.0,CAMBIO,EFU1261,06210,INV,,HERRER,1027.0,,
FUENTE DE PODER,LEADER,LPS-152,1070471,1991-11-05,,E708142,OK,2018-05-17,P,INV,ET,E701412,E007232,1.0,CAMBIO,EFU1252,06206,INV,,HERRER,1137.0,,
FUENTE DE PODER,LEADER,LPS-152,1070355,1991-11-05,,E702361,OK,2019-04-09,P,INV,ET,EFU1362,E007123,432.0,CAMBIO,EFU1143,06216,INV,,HERRER,1023.0,,S
FUENTE DE PODER,LEADER,LPS-152,1070365,1991-11-05,,E901241,OK,2018-05-18,P,INV,ET,EFU1262,E007222,430.0,CAMBIO,EFU1262,06218,INV,,HERRER,1037.0,,
FUENTE DE PODER,LEADER,LPS-152,1070431,1991-11-05,,E708141,OK,2018-05-17,P,INV,ET,E701411,BIOELEC,508.0,CAMBIO,EFU1271,06213,INV,,HERRER,1137.0,,
FUENTE DE PODER,LEADER,LPS-152,1070465,1991-11-05,,E901253,OK,2018-05-18,P,E,ET,EMFUE24,E007142,0.0,CAMBIO,EFU1253,11229,,,HERRER,1038.0,,
FUENTE DE PODER,LEADER,LPS-152,1070463,1991-11-05,,E901252,OK,2018-05-18,P,INV,ET,EFU1272,E007133,429.0,CAMBIO,EFU1272,ILEGIBLE,INV,,HERRER,1026.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205592,1991-11-06,003776,E704111,OK,2018-05-17,P,INV,ET,E00D181,E002253,119.0,790236,E006311,05802,,,HERRER,1447.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205595,1991-11-06,,E704112,OK,2018-05-17,P,INV,ET,E00D182,E002261,120.0,790236,E006312,05801,,,HERRER,1447.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205596,1991-11-06,003776,E704113,OK,2018-05-17,P,INV,ET,E00D183,E002262,121.0,790236,E006321,05808,,,HERRER,1448.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205597,1991-11-06,,E704121,OK,2018-05-17,P,INV,ET,E00D191,E002263,122.0,790236,E006322,05804,,,HERRER,1448.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205613,1991-11-06,,E704122,OK,2018-05-17,P,INV,ET,E00D192,E002271,123.0,790236,E006331,05809,,,HERRER,1448.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205619,1991-11-06,,E704123,OK,2018-05-17,P,INV,ET,E00D193,E002272,124.0,790236,E006332,05805,,,HERRER,1449.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205624,1991-11-06,,E704131,OK,2018-05-17,P,INV,ET,E00D1A1,E002273,125.0,790236,E006341,05803,,,HERRER,1449.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205625,1991-11-06,,E704132,OK,2018-05-17,P,INV,ET,E00D1A2,E002281,156.0,790236,E006342,05810,,,HERRER,1449.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205630,1991-11-06,,E704133,OK,2018-05-17,P,INV,ET,E00D1A3,E002282,518.0,790236,E006351,05806,,,HERRER,1449.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,205635,1991-11-06,,E704331,OK,2018-05-17,P,INV,ET,E00D1B1,E002283,157.0,790236,E006352,05807,,,HERRER,1449.0,,
PORTABLE CALIBRATOR,FLUKE,515A,5385003,1992-09-18,,E706364,OK,2018-05-18,P,E,ET,E007312,E005161,0.0,310333,E003341,06458,,,HERRER,920.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A/GPI,3106A00167/5576,1992-09-18,,E702443,OK,2020-03-11,P,INV,ET,E002222,E006111,631.0,310333,E002412,SNAF,INV,,HERRER,1143.0,,N
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07299/0924,1992-10-05,,E702451,OK,2023-02-15,P,INV,ET,E002231,E006121,117.0,,E002421,08537,INV,,HERRER,1142.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07302/5583,1992-10-06,,E702452,OK,2019-06-14,P,INV,ET,E002232,E006122,177.0,790236,E002422,08536,,,,0.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07306/0879,1992-10-06,,E702453,OK,2018-05-17,P,INV,ET,E002241,E006131,208.0,310333,E002431,8540/63032,INV,,HERRER,0.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07307,1992-10-06,,E702461,OK,2018-05-17,P,INV,ET,E002242,E006132,100.0,790236,E002432,SNAF,INV,,HERRER,0.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07309/1949,1992-10-06,,E117024,OK,2019-01-18,P,INV,ET,E702462,E006141,209.0,790236,E002441,08538,INV,,HERRER,0.0,OSC,n
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07310,1992-10-06,,E702463,OK,2018-05-17,P,INV,ET,E002252,E006142,118.0,790236,E002442,08532,INV,,HERRER,1142.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07311/5577,1992-10-06,,E702471,OK,2018-05-17,P,E,ET,EROSC30,E006151,630.0,310333,E002451,08534,,,HERRER,1141.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07318/1950,1992-10-06,,E702473,OK,2018-05-17,P,INV,ET,E002262,E006161,622.0,790236,E002461,08539,INV,,HERRER,1142.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07322,1992-10-06,,E702481,OK,2018-05-17,P,INV,ET,E002472,E006171,212.0,790236,E002471,SNAF,,,HERRER,1141.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07323,1992-10-06,000102,E702482,OK,2018-05-15,P,INV,ET,E002272,E006172,179.0,,E002472,08535,INV,,HERRER,933.0,,
OSCILOSCOPIO 100 MHz,HEWLETT PACKARD,54600A,3227A07317/0448,1992-10-06,,E702472,OK,2018-05-17,P,INV,ET,E002261,E006152,629.0,790236,E002452,08543,INV,,HERRER,1141.0,,
CURRENT ISOLATOR,LAB-VOLT,EMS9050-00,S/N,1992-11-13,,E7AH319,OK,2018-05-16,P,INV,ET,E001144,E004272,0.0,790236,E003154,SNAF,INV,,HERRER,808.0,,
VOLTAGE ISOLATOR,LAB-VOLT,EMS9051-00,S/N,1992-11-13,,E7AH316,OK,2018-05-15,P,INV,ET,E001166,E004282,0.0,790236,E004456,SNAF,INV,,HERRER,1513.0,,
FUNCTION GENERATOR,LAB-VOLT,EMS9033-00,CQ,1992-11-16,,EGP1111,OK,2018-05-15,P,INV,ET,E001141,E004262,0.0,790236,E003151,SNAF,INV,,HERRER,1518.0,,
CURRENT ISOLATOR,LAB-VOLT,EMS9050-10,B-12170,1992-11-16,,E7AH318,OK,2018-05-16,P,INV,ET,E001149,E004271,0.0,790236,P,SNAF,INV,,HERRER,808.0,,
VOLTAGE ISOLATOR,LAB-VOLT,EMS9051-10,A-29934,1992-11-16,,E7AH312,OK,2018-05-16,P,INV,ET,E001161,E004281,0.0,790236,E004451,SNAF,INV,,HERRER,749.0,,
GENERADOR DE FUNC.,LAB-VOLT,EMS9033-00,CQ,1992-11-16,,ECP8GFU,OK,2018-05-16,P,INV,ET,E001151,E004265,0.0,790236,E004459,SNAF,INV,,HERRER,805.0,,
CURRENT ISOLATOR,LAB-VOLT,EMS9050-00,S/N,1992-11-16,,E7AH31A,OK,2018-05-16,P,INV,ET,E001145,E004273,0.0,790236,E003155,SNAF,INV,,HERRER,750.0,,
VOLTAGE ISOLATOR,LAB-VOLT,EMS9051-00,S/N,1992-11-16,,E7AH313,OK,2018-05-16,P,INV,ET,E001162,E004283,0.0,790236,E004452,SNAF,INV,,HERRER,809.0,,
POWER SUPPLY,LAB-VOLT,EMS8840-00,S/N,1992-11-16,,E70H212,OK,2018-05-15,P,INV,ET,ESPFUC1,E001112,0.0,790236,E003122,SNAF,INV,,HERRER,1443.0,,
GENERADOR DE FUNC.,LAB-VOLT,EMS9033-00,A-29984,1992-11-16,000201,ECP9GFU,OK,2018-05-15,P,INV,ET,E001155,E004261,0.0,790236,,SNAF,INV,,HERRER,1152.0,,
CURRENT ISOLATOR,LAB-VOLT,EMS9050-10,A-29935,1992-11-16,,E7AH317,OK,2018-05-16,P,INV,ET,E001148,E004275,0.0,790236,E00315A,SNAF,INV,,HERRER,751.0,,
VOLTAGE ISOLATOR,LAB-VOLT,EMS9051-00,A-29933,1992-11-16,,E7AH311,OK,2018-05-16,P,INV,ET,E001165,E004285,0.0,790236,E004455,SNAF,INV,,HERRER,807.0,,
FUNCTION GENERATOR,LAB-VOLT,EMS9033-00,CQ,1992-11-16,,EGP1114,OK,2018-05-15,P,INV,ET,E001143,E004264,0.0,790236,E003153,SNAF,INV,,HERRER,1516.0,,
CURRENT ISOLATOR,LAB-VOLT,EMS9050-00,S/N,1992-11-16,,E7AH31D,OK,2018-05-16,P,INV,ET,E00114A,E004274,0.0,310333,E003156,SNAF,INV,,HERRER,748.0,,
VOLTAGE ISOLATOR,LAB-VOLT,EMS9051-00,S/N,1992-11-16,,E7AH314,OK,2018-05-16,P,INV,ET,E001163,E004284,0.0,790236,E004453,SNAF,INV,,HERRER,749.0,,
POWER SUPPLY,LAB-VOLT,EMS8840-00,S/N,1992-11-16,,E70H312,OK,2018-05-16,P,INV,ET,ESPFUC5,E001212,0.0,790236,E004421,SNAF,INV,,HERRER,809.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,209652,1992-11-23,,E704211,OK,2018-05-17,P,INV,ET,E00D112,I002212,163.0,790236,E006412,SNAF,,,HERRER,1451.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,209640,1992-11-23,,E704333,OK,2023-03-22,P,INV,ET,E00D111,E002211,162.0,790236,E006411,07603,,,HERRER,1450.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211660,1992-11-23,,E704212,OK,2018-05-17,P,INV,ET,E00D113,E002213,164.0,790236,E006421,08867,,,HERRER,1451.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211661,1992-11-23,,E704213,OK,2018-05-17,P,INV,ET,E002221,E003322,165.0,790236,E006422,08868,INV,,HERRER,1450.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211662,1992-11-23,,E704221,OK,2018-05-17,P,INV,ET,E00D121,E002222,166.0,790236,E006431,08866,,,HERRER,1451.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211663,1992-11-23,,E704222,OK,2018-05-17,P,INV,ET,E00D122,E002223,167.0,790236,E006432,08865,,,HERRER,1451.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211665,1992-11-23,,E704223,OK,2018-05-17,P,INV,ET,E00D123,E002231,168.0,790236,E006441,08869,,,HERRER,1452.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211671,1992-11-23,,E704231,OK,2018-05-17,P,INV,ET,E00D131,E002232,169.0,790236,E006442,08864,,,HERRER,1452.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211673,1992-11-23,,E704232,OK,2018-05-17,P,E,ET,E00D1B2,E002181,170.0,682390,E006451,08860,,,HERRER,1452.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211676,1992-11-23,,E704233,OK,2018-05-17,P,INV,ET,E002182,E003352,171.0,682390,E006452,08863,INV,,HERRER,1452.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211677,1992-11-23,,E704241,OK,2020-12-07,P,INV,ET,E00D132,E002233,172.0,790236,E006461,08862,,,HERRER,1452.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211680,1992-11-23,,E704242,OK,2018-05-17,P,INV,ET,E00D173,E002251,173.0,790236,E006471,08859,,,HERRER,1453.0,,
LABORATORIO ANALOG.,SCOPE,SC-9000A,211683,1992-11-23,,E704243,OK,2018-05-17,P,INV,ET,E00D174,E002252,174.0,790236,E006472,08853,,,HERRER,1453.0,,
LOGIC PROBE,GLOBAL SPECIALT,LP-5,S/N,1992-11-27,,EPLOG42,OK,2018-05-17,P,E,ET,EPLOG42,E002441,411.0,682390,E005486,SNAF,,,HERRER,1406.0,,
LOGIC PROBE,GLOBAL SPECIALT,LP-5,S/N,1992-11-27,,EPLOG21,OK,2018-05-17,P,E,ET,EPLOG21,E002444,194.0,985522,E0051A4,SNAF,,,HERRER,1400.0,,
LOGIC PROBE,GLOBAL SPECIALT,LP-5,S/N,1992-11-27,,EPLOG43,OK,2018-05-17,P,E,ET,EPLOG43,E002445,410.0,682390,E005487,SNAF,,,HERRER,1405.0,,
LOGIC PROBE,GLOBAL SPECIALT,LP-5,S/N,1992-11-27,,EPLOG44,OK,2018-05-17,P,E,ET,EPLOG44,E002446,412.0,682390,E005488,SNAF,,,HERRER,1405.0,,
LOGIC PROBE,GLOBAL SPECIALT,LP-5,S/N,1992-11-27,,EPLOG41,OK,2018-05-17,P,E,ET,EPLOG41,E002433,408.0,682390,E005485,SNAF,,,HERRER,1406.0,,
LOGIC ANALYZER,HEWLETT PACKARD,1663A,3232A00154,1993-03-08,,8803131,OK,2018-05-18,P,INV,OK,E003131,E005321,0.0,790236,E00LI61,89009,,,HERRER,1039.0,ANALI,S
LOGIC ANALYZER,HEWLETT PACKARD,1663A,3232A00156,1993-03-08,000103,E704411,OK,2018-05-18,P,INV,ET,E003133,E005322,0.0,790236,E002262,SNAF,INV,,HERRER,809.0,,
LOGIC ANALYZER,HEWLETT PACKARD,1663A,3232A00161,1993-03-08,000104,E704412,OK,2018-05-18,P,INV,ET,E004131,E005331,0.0,790236,E002271,09011,INV,,HERRER,810.0,,
LOGIC ANALYZER,HEWLETT PACKARD,1663A,3232A00172,1993-03-08,,E704413,OK,2018-05-18,P,INV,ET,E004132,E005332,0.0,790236,E002272,09012,INV,,HERRER,810.0,,
FUENTE DE PODER,LEADER,LPS-152,1110813,1993-03-29,,E702362,OK,2018-05-18,P,INV,ET,EMFUE10,E007022,255.0,CAMBIO,EMFUE25,11226,,,HERRER,1023.0,,S
FUENTE DE PODER,LEADER,LPS-152,1110936,1993-03-29,,E901313,OK,2018-05-18,P,INV,ET,EFU1242,E007051,11.0,CAMBIO,EFU1242,11217,INV,,HERRER,1035.0,,
FUENTE DE PODER,LEADER,LPS-152,1110835,1993-03-29,,6611F06,OK,2018-05-18,P,INV,ET,EMFUE11,E007031,257.0,CAMBIO,EMFUE27,11218,,,HERRER,1024.0,FUE,S
FUENTE DE PODER,LEADER,LPS-152,1110809,1993-03-29,,E901322,OK,2018-05-18,P,INV,ET,EMFUE22,E007021,254.0,CAMBIO,EMFUE24,06214,,,HERRER,1037.0,,
FUENTE DE PODER,LEADER,LPS-152,1110865,1993-03-29,,6611F09,OK,2018-05-18,P,INV,ET,EMFUE14,E007041,260.0,CAMBIO,EMFUE30,11222,,,HERRER,1018.0,FUE,S
FUENTE DE PODER,LEADER,LPS-152,1110802,1993-03-29,,E901312,OK,2018-05-18,P,INV,ET,EMFUE21,E007013,253.0,CAMBIO,EMFUE23,11224,,,HERRER,1026.0,,
FUENTE DE PODER,LEADER,LPS-152,1110853,1993-03-29,,6611F07,OK,2018-05-18,P,INV,ET,EMFUE13,E007033,259.0,CAMBIO,EMFUE29,11225,,,HERRER,1025.0,FUE,S
FUENTE DE PODER,LEADER,LPS-152,1110943,1993-03-29,,E702364,OK,2018-05-18,P,INV,ET,ESMFU04,E007053,493.0,CAMBIO,LA216,AF/004969,,,HERRER,1018.0,,S
FUENTE DE PODER,LEADER,LPS-152,1110847,1993-03-29,,6611F08,OK,2018-05-18,P,INV,ET,EMFUE12,E007032,258.0,CAMBIO,EMFUE28,11220,,,HERRER,1025.0,FUE,S
FUENTE DE PODER,LEADER,LPS-152,1110939,1993-03-29,000101,6612F10,,2018-05-18,P,INV,ET,EFU1233,OF ELS,434.0,CAMBIO,EFU1233,11215,INV,,HERRER,1023.0,FUE,S
FUENTE DE PODER,LEADER,LPS-152,1110817,1993-03-29,,6611F05,OK,2018-05-18,P,INV,ET,EMFUE26,E007023,256.0,CAMBIO,EMFUE26,11228,,,HERRER,1036.0,FUE,S
FUENTE DE PODER,LEADER,LPS-152,1110754,1993-03-29,,E901262,OK,2018-05-18,P,INV,ET,EMFUE19,E007011,251.0,CAMBIO,EMFUE21,06217,,,HERRER,1037.0,,
FUENTE DE PODER,LEADER,LPS-152,1110930,1993-03-29,,E702363,OK,2020-03-11,P,INV,ET,E701414,E007043,42.0,CAMBIO,EFU1273,11219,INV,,HERRER,1137.0,,S
MULTIMETRO DIGITAL,FLUKE,29-II,57550090,1993-04-06,,E112M01,OK,2019-12-09,P,E,ET,EMMUL01,E008151,46.0,,CN113,11426,,,HERRER,815.0,MULT,S
